,index,text,labels
1302,1302,Its already been established that Nunesâthe instrument of Trumps illegal campaign to destroy witnesses againstâ httpstcouMyPsdXC,7
1303,1303,Todays forcing out of McCabe should be seen as an act of criminal obstructionâthe product of a carefully coordiâ httpstcotzFZwuKJ,7
1304,1304,People forget that Rod Rosenstein is a key witness in the Obstruction case against Trumpâjust as McCabe is So tâ httpstcoBRHgJOkj,7
1305,1305,This type of conduct caused Nixon to resign and wouldve gotten him impeached had he not resigned Trump has ideâ httpstcohqsiKr,7
1306,1306,Trump allies have pushed for Comey to be charged with crimes pushed McCabe out at the FBI pushed through the câ httpstcofKnWGTW,7
1307,1307,Criminal conspiracies are banal not exciting What America is seeing now is a runofthemill criminal conspiraâ httpstcocjNKkPz,7
1308,1308,This criminal conspiracy is ongoing and wont end anytime soon Its next target is the Acting Attorney Generalâ httpstcoyOvuF,7
1309,1309,PS Reports indicate McCabe planned to retire in March and had no plans to step back from the FBI early This newâ httpstcobGvblTEx,7
1310,1310,PS McCabe can still testify against Trump and will should Trump face impeachment     Trumps plan is to tarniâ httpstcoxnrLYSciN,7
1311,1311,PS McCabe is still retiring in March he has enough accumulated leave that he can resign his position now andâperâ httpstcoyTVoUOIVJk,7
1312,1312,PS There can be no doubt that if not for the pressure from Trump tweets attacking him a promise to release theâ httpstcoOhYZhwVkWK,7
1313,1313,PS The NEW YORK TIMES is now confirming that with FBI Deputy Director Andrew McCabe out of the way the next Obsâ httpstcoMauOKuudT,7
1314,1314,drawandstrike just wrote a thread on military spooks and their ability to see the big picture    Heres a threaâ httpstcoixKXGoKdC,7
1315,1315,In German it was called the PionierVeruchsKompagnie    The men wore a V on their shoulder straps httpstcoDkcxkhJiBS,7
1316,1316,As ALWAYS the experts are wrong    The PVK tested new weapons and tactics    What the experts dont know isâ httpstcoJezckhav,7
1317,1317,I knew that for two reasons    I found a German man who had a photo of his grandfather who was a member of theâ httpstcoHnvGZOPK,7
1318,1318,The grandfather said that hed sworn an oath to never divulge what he did in World War One    And he never didâ httpstcoFnBShKjmS,7
1319,1319,The PVK was attached to multiple army corps during World War One    Photos show that they tested early scuba geaâ httpstcoHDnfGxKn,7
1320,1320,One of the worst setbacks that the British suffered in the war was what the Germans called Operation Beach Partâ httpstcoCeRkgUB,7
1321,1321,This was the first military operation in history that used mass closeair support CAS    German marines and naâ httpstcoIaXOQHaga,7
1322,1322,It took the Germans exactly TWO MINUTES to smash through the British front lines    The rest of the operation was mopping up,7
1323,1323,The Pioneer Experimental Company infiltrated behind the British lines and did SOMETHING but more than a centuâ httpstcoOTwvjRSg,7
1324,1324,This is a postcard that I bought    Nobody else understood its significance httpstcotuQnyUHO,7
1325,1325,The handwritten note on the back says in German To the memory of the veterans of the gunpowder smoke at Rheiâ httpstcoJpUYWGRr,7
1326,1326,I have another photo that PROBABLY shows a member of the PVK with an experimental flamethrower    The guy on leâ httpstcoQHVmsFnU,7
1327,1327,He has the cartridge pouches and carbine of a pioneer and the device on his back is covered with cloth    Theâ httpstcoGOHKXt,7
1328,1328,German tanks had a crew of  They were trained to fight as assault troops with hand grenades carbines andâ httpstconFUECrZGS,7
1329,1329,The men of the Pioneer Experimental Company were sworn to secrecy    They took their secrets with them    The unâ httpstcoYAcfGDpBg,7
1330,1330,The spooks working for Trump wont spill the beans    Theyre not interested in fame,7
1331,1331,Sic transit gloria mundi    Thus passes the glory of the world    Earthly honors are transitory Some people dont care about them,7
1332,1332,BOMBSHELL  Obama pardoned Gen Cartwright on his last day in office for leaking secrets to the NYT about Stuxneâ httpstcoxRGfdgD,7
1333,1333,Cartwright Obamas favorite General was a key member of Obamas natsec team and head of the US Strategic Câ httpstcogWkENDJfN,7
1334,1334,In March  the Washington Post reported that the sensitive leak investigation had stalled amid concerns thaâ httpstcotRVoZIP,7
1335,1335,Now  the relevant NYT article based on Cartwrights leaks portrays an aggressive Obama ramping up cyber attacksâ httpstcoPhWqiBCMY,7
1336,1336,Notice the date June   Which seems odd because Obama had invested siginficant time negotiating with theâ httpstcoYkYzGrpqu,7
1337,1337,Remember Obama had done a  degree change in  US policy on Iran on April   see     httpstcoCJwCLJnlP,7
1338,1338,By  Obamas administration had also turned a blind eye to Hezbollah running a massive drugs and money laundâ httpstcowRBDtjRxP,7
1339,1339,Obama was almost certainly spying on domestic opponents of his Iran deal as far back as     httpstcoCIFHyIyot,7
1340,1340,So WHY would Obamas favorite General and key natsec advisor leak to the NYT about Stuxnet just when Obama wasâ httpstcoGiHfdjkr,7
1341,1341,Remember Operation Olympic Games was NOT an Obama initiative It started under Dubya in  and has been descâ httpstcoIcMskwbik,7
1342,1342,Who did the US work with to develop the virus Israel    httpstcoKZsPqftRa,7
1343,1343,Until that leak by Gen Cartwright no government had officially been confirmed as responsible for the developmeâ httpstcoJwkqiwAgg,7
1344,1344,On August   Dishonorable Disclosures a minute documentary film is released by the Special Operationâ httpstcoqUWMrOvg,7
1345,1345,The Obama administration willfully leaked the existence of STUXNET a computer worm used against Iran allowâ httpstcosgoCbyn,7
1346,1346,In summary Obama and his stooges were leaking classified information to the NYT to tip off the Iranians aboutâ httpstcohakyYsyjr,7
1347,1347,They were aiding and abetting an adversary of the USA Iran And placing an ally Israel in an extremely diffiâ httpstcoILOpZDwe,7
1348,1348,And of the thread I RTd at  is true Gen Cartwright is related to none other than Peter Strzok FBI agent whoâ httpstcoUpdtUFsw,7
1349,1349,We talk about Clintons many crimes but when it comes to hard core treason and corruption all roads lead backâ httpstcovZzyCQzme,7
1350,1350,Oh have no fear Hillary will be indicted and tried for her many crimes    But now I have NO doubt that Obama isâ httpstcozmoRCmxLm,7
1351,1351,Okay since were remembering the Holocaust Im going to tell a story about my grandfather He was by and largeâ httpstcoXNVTHxwBsL,7
1352,1352,Before WWII my grandather was a recent medical school grad who wanted to be a plastic surgeon He was the son of anâ httpstcosSfzvftr,7
1353,1353,He was somewhat isolationist from what hed told me Didnt care about Europe or her problems certainly didnt caâ httpstcoDrMoaYxbXQ,7
1354,1354,He ended up a doctor in the Army He actually volunteered Was so mad about the sneak attack Thought hed end up iâ httpstcoctccSKeKg,7
1355,1355,Of course he saw a lot of shit Told me about watching men die on DDay being unable to do anything for them Toldâ httpstcoduIBjvmCFX,7
1356,1356,What mattered to him was what happened after theyd pushed the Germans far enough back     See my grandfather was oâ httpstcoJnFLHboNL,7
1357,1357,I want you to imagine that man sitting in a chair in the basement of his sons house some forty years after stariâ httpstcorzbRgsKoSW,7
1358,1358,For my grandfather that moment was the whole war The utter failure of his world to save those people He was a doâ httpstcoztPREbLF,7
1359,1359,He came home and had kids my father was the oldest born in  and never recovered from what hed seen He wentâ httpstcoDtJxgqNtMG,7
1360,1360,The idea that people will try and tell you it wasnt real drove him insane The idea that it could happen again herâ httpstcoyDBneUxYx,7
1361,1361,He didnt come home and put it aside because he couldnt I remember being a child sitting in the basement with hiâ httpstcoAJkTyEDHw,7
1362,1362,I deserve it    He had brown eyes I remember them the way they looked    I should have left them years ago    Thâ httpstcoVZZeVLOSQg,7
1363,1363,It was genocide against Jews the Roma homosexuals and it was waged in stages BergenBelsen didnt spring up fromâ httpstcodgeORqAOP,7
1364,1364,These are the things that old man told me While telling me about trying to feed a small Jewish girl and coming bacâ httpstcoFMRpAygEJK,7
1365,1365,He told me that it was real That it was death industrialized That it was carried out right up until the end Thatâ httpstcoajVpiRe,7
1366,1366,I remember as much of it as I can for him because hes gone now     The Holocaust was real He saw it He told me We cant ever forget,7
1367,1367,Iran was again caught secretly building a huge underground nuclear facility for uranium enrichment    Ask Yâ httpstcovuhtqeO,7
1368,1368,IRAN A timeline for those of you conveniently absent minded of the facts   IranNuclearDeal  Iran Iranianâ httpstcogYinAY,7
1369,1369,Heavy sanctions amp UN sanctions were put in place against Iran But no sooner were they in place that Obama hadâ httpstcoFQVYKk,7
1370,1370,A senior official in the Middle East was quoted Just when the sanctions started working amp Iran was feeling real ecâ httpstcoJtBOZfSK,7
1371,1371,But wait Thats not all  Iran demanded  Billion dollars in cash payments from frozen Iranian assets prior to thâ httpstcoUcTqDMNMAG,7
1372,1372,Secret meetings in Oman initiated by Hillary  The Iranians wont sit at the table unless Sanctions are relâ httpstcofPbGZdt,7
1373,1373,and we knew the money was not going to be used for good THAT is one of the main reasons why the assets were kept fâ httpstcoOPkttcoQH,7
1374,1374,June  In what is at that moment the greatest threat to their power Irans Mullahs crush protests against aâ httpstcoTiPFfraq,7
1375,1375,All thru s  Iran continues to defy multiple Security Council resolutions these resolutions are the reasonâ httpstcouzfapEZV,7
1376,1376,Use some critical thinking here If youve nothing to hide use that ACE card to open the country for inspection inâ httpstcoBVDXJaqVr,7
1377,1377,Iran develops an ICBM program you dont put rocks firecrackers or conventional TNT on them  ICBMs have onâ httpstcoVpgmiyjM,7
1378,1378,As of now heavy water reactors are in the works in Iran Research how heavy water reactors give you Plutoniumâ httpstcoTMeaXJTKPm,7
1379,1379,Rouhani on Iranian TV in May detailed how he broke nuclear pledge in  While we were talking to the Eâ httpstcobGTziN,7
1380,1380,Since the declaration of the Islamic Republic of Iran in  the government of Iran has been accused by membeâ httpstcoEuIIlirZ,7
1381,1381,Iran has remained the most active state sponsor of terrorism in  Iranâs financial material amp logistic suâ httpstcoDKNdE,7
1382,1382,So spare me your apologist BS that we unfroze their money There was a very good reason to keep it frozen Spâ httpstcoTaKIyFne,7
1383,1383,Despite its pledge to support the stabilization of Iraq Iranian authorities continued to provide lethal supporâ httpstcoakasTOC,7
1384,1384,Dec   Iran Lied About Its Nuclear Program   A new report has debunked Tehrans claims about what its unâ httpstcoKVneWLfyQ,7
1385,1385,Sept   IAEA Chief We Are Now Unable to Verify Iran is Implementing Nuclear Deal because there no meansâ httpstcoZmNEcI,7
1386,1386,April    Israel intelligence Reveals a huge archive of stolen Iranian nuclear plans Prime Minister Benjaâ httpstcoHKMlvXme,7
1387,1387,So a lot of you credit me with a great deal of patience with ignorance    Let me explain a bit why its so importantâ httpstcoZAeGbaZ,7
1388,1388,One of the amazing things that has happened over the past decade is that social media has increased access to the vâ httpstcodQUyCQPQm,7
1389,1389,Because of this access people who have long been ignored exploited erased mischaracterized abused disenfranchâ httpstcoBAGABxwuX,7
1390,1390,The momentum of intersectional understandings of marginalization and oppression is due in part to all these groupsâ httpstcojMSEgPhW,7
1391,1391,What is becoming increasingly evident as these groups successfully disseminate their messages is that the discriminâ httpstcowGhYsQ,7
1392,1392,Because of this pervasiveness acting to root it out requires radically changing ones schema of how the world works,7
1393,1393,Whether it be a matter of learning to embrace spectrums    Or learning to deconstruct whiteness    Or unlearning dogmasâ httpstcoyubFcYSYk,7
1394,1394,I wrote this thread a while back that adds some context    httpstcoTUPNMDD,7
1395,1395,Part of helping people to inspect their worldview is respecting the work that it takes to do so even if one is willâ httpstcoZrgkhNt,7
1396,1396,There are few things that irritate me more than watching people be impatient and belittling to others for not underâ httpstcorykbLOr,7
1397,1397,There may be value in squaring off against someone who is caustic disingenuous or abusive in their ignorance    Butâ httpstcoflebkyu,7
1398,1398,I think frequently of college where each professor issued their course load without regard for the courseload the oâ httpstcokcgPmFD,7
1399,1399,Recognize that when you are asking someone to upend everything they thought they knew that someone else is likelyâ httpstcoQbENEQm,7
1400,1400,Its important to remember that changing ones worldview isnt a single event but an iterative process of learningâ httpstcoDOzgYdiV,7
1401,1401,Something might seem clear as day to you and you cant possibly understand how anyone could see it differently    Buâ httpstcocxrNHPWPj,7
1402,1402,So patience helps    So much of this is new    That it is new does not absolve a person of the consequences or culpabâ httpstcoOFzGXFg,7
1403,1403,Whats not helpful is wielding your newfound understanding as a weapon to attack those who are not yet privy to itâ httpstcoalANYvcYoh,7
1404,1404,My wife asked if I could make something like this photo but a little different so we could print it up and put itâ httpstcoPFQtrNzG,7
1405,1405,what I have after a bit of hacking around httpstcoaNiTfNBTUo,7
1406,1406,Plus any project that naturally uses phi is awesome httpstcoZfMamBYS,7
1407,1407,why did I name it fib Who knows just changed it to phi and phiAngle,7
1408,1408,mpershan The spacing is the battle Hereâs another approach using  log spirals desmos httpstcoCtUKrluTxSâ httpstcoWgRVoonRD,7
1409,1409,if you fiddle with the circle size then you get this which is totally not the same as the original httpstcohXKkNw,7
1410,1410,Thanks to _kcnarf who recognized the original image as a Phyllotaxis arragement easy to implement too Heres aâ httpstcoajJFiJwELW,7
1411,1411,_Kcnarf Yep thats it The colors are randomly coming from this photo from flickr cc allowed httpstcoGiZWpnLJiK,7
1412,1412,_Kcnarf flickr link httpstcoKzFAnucsj,7
1413,1413,_Kcnarf Hereâs an improved version that grabs colors from a new source a HDR sunset on the ocean photo amp gets riâ httpstcoFDwhjNpYc,7
1414,1414,And hereâs a weird one that makes triangles out of the three closest points httpstcoPOEeAyVC,7
1415,1415,Phyllotaxis in desmos httpstcoIsuXWFELQZ also check out LukeSelfwalker httpstcooYRUfAueb  httpstcohVqzUyXwS,7
1416,1416,And here is the fibonacci technique in desmos tougher to do requires a D list httpstcoTbpsQJlzWy httpstcotKmkbFr,7
1417,1417,Heres the voronoi version distance capped out so the outside stays white thanks again for the inspiration Francâ httpstcoDrtfIAMF,7
1418,1418,Voronoi of the Fibonacci version of these sketches httpstcoSGJCZEmFQA,7
1419,1419,BampW Voronoi httpstcoPthGOv,7
1420,1420,Gif form  httpstcojRrLCXctb,7
1421,1421,The Phyllotaxis Triangles products are up on society if interested httpstcoIxWmrNaG httpstcofyDjHWCaf,7
1422,1422,In other golden ratio spiral news Tree Mountain httpstcoYxxnsLSR,7
1423,1423,Similar idea to the triangle sketch If you start off with the center seed and make a line to the next closest seedâ httpstcoAfLWIu,7
1424,1424,Know how Social Security and Medicare are referred to as the âthird railâ â because cutting them is understood to bâ httpstcoNglrhmURvv,7
1425,1425,Trump and Congressional Republicans learned the hard way last year how immensely popular Medicaid is when in manyâ httpstcoEGRKGWvb,7
1426,1426,And itâs not just Medicaid folks donât want to see cut     Americans overwhelminglyâand across party linesâoppose Prâ httpstcokXTApSWxg,7
1427,1427,Among the polls findings    âï  oppose cutting Social Security disability benefits  âï  oppose cutting LIHEAPâ httpstcoYeLaXnbrAK,7
1428,1428,NOTE TO GOP Opposition to cutting these and other critical programs cuts across party lines  with majoritiesâ httpstcoEwyUzOZp,7
1429,1429,GOP Meanwhile the poll finds that people understand Trump and Ryanâs proposals to slash these and other criticalâ httpstcoWztkWber,7
1430,1430,GOP Now for the kickerâ     Majorities of Americans report they would be less likely to vote for a candidate who sâ httpstcoDvakXcf,7
1431,1431,GOP A big part of why Americans oppose cuts to programs that help families afford the basics is because they get tâ httpstcoJDxcUEePK,7
1432,1432,GOP Fully  report their family had a serious issue wat least one of the following in the past year     findingâ httpstcoqZcCNJeVb,7
1433,1433,GOP And itâs not just folks struggling to make ends meet today who get that these programs are there for them whâ httpstcofTXYJoxQjk,7
1434,1434,GOP  say âEven if I may not need them now Iâm glad our society provides govt services to ensure basic living sâ httpstcogzQbdIi,7
1435,1435,GOP And all that scaremongering the GOP has been doing about the âunsustainableâ deficits theyâve conveniently forâ httpstcolbuDrNR,7
1436,1436,GOP By a  percentto percent margin voters say    âIt is more important to me to help provide basic living stâ httpstcoxDxFIJqyrW,7
1437,1437,GOP vs this    âIt is more important to me to address large budget deficits by reducing overall spending on governâ httpstcojftjxYK,7
1438,1438,GOP As I said before the GOP learned the hard way during the healthcare fight how popular Medicaid is     If theyâ httpstcoLvfZzJ,7
1439,1439,GOP Thats even true when it comes to the GOPs socalled work requirements in Medicaid  which are really timeâ httpstcoMMySJfxFM,7
1440,1440,GOP Our polling shows that when people understand the consequences of socalled work requirements  that peopleâ httpstcoCooTuQU,8
1441,1441,GOP So what are you waiting for     Tell realDonaldTrump SpeakerRyan and their colleagues in Congress HandsOff â httpstcoQCMvMkXhG,8
1442,1442,GOP realDonaldTrump SpeakerRyan FOR NERDS WHO WANT MORE ON THE POLL    This was a comprehensive national pollâ httpstcoHJoobpTrV,8
1443,1443,So its very common for writers to ask why agents dont give feedback The answer usually is that were busybutâ httpstcoWcCXSPQ,8
1444,1444,So we get I did the math awhile ago an average of  queries a workday times  days   pagesmonth from qâ httpstconkeDMmnUT,8
1445,1445,For the  keep in mind that there are a LOT of Dear Sirs and I have published the next bestseller please takâ httpstcoFqiJZwUg,8
1446,1446,With a  request rate day times  MF times  weeks in month   manuscripts If I read  pages eâ httpstcoWqVmtbAMfD,8
1447,1447,Now I strongly suspect the  percent is high this was calculated maybe two years ago But even say its  perâ httpstcoesmiYLcG,8
1448,1448,So yes we are busy No we are not sitting here cackling like Haha I know exactly how to fix her manuscript anâ httpstcoHlroxNUT,8
1449,1449,Do I try to keep up Yes Do I achieve inbox zero No Inbox  No Do I try to keep in touch about delays Yesâ httpstcoILAoVtFE,8
1450,1450,I suspect a lot of agents have similar inboxes Ive heard everywhere from  average queries a day Many probaâ httpstcoetmhwsoui,8
1451,1451,Keep in mind that I dont get all day to read submissions I actually spend more time on clients meetings my ownâ httpstcorjAwaHnc,8
1452,1452,Things I could do to be faster of course Ive considered them  Not respond to queries This would save aboutâ httpstcovQhoeNgg,8
1453,1453,Let readers make all of the query requesting decisions for me Now if you know me at all you know I am waaaaayâ httpstcoscpdOePm,8
1454,1454,Drink more coffee sleep less Im up to two coffees a day one tea Just tried the Starbucks app for the firstâ httpstcociKumLxEh,8
1455,1455,Give Up Everything Fun And Just Be An Efficient Human Dammit Believe me Ive tried Strangely this makes meâ httpstcoIkwhHkvOD,8
1456,1456,So thats where Im at Do I still expect lots of Agents are so mean because they dont give feedback emails Yeâ httpstcomHkoMVLYRa,8
1457,1457,And theres one now Cool,8
1458,1458,And I get genuine energy and pleasure out of connecting people I think all agents do Makes me feel like what I doâ httpstcomddyorT,8
1459,1459,You may be asking Jessica Why in the world are you doing side projects when you have all of this happening Theâ httpstcoGuEYgD,8
1460,1460,Do I suspect some agents just manage to be faster throughmagic Better systems Better coffee Not sleeping Worâ httpstcoZpRIJmqCoq,8
1461,1461,The law Miguna Miguna has been charged under was passed to fight not surprisingly the peasant irredentism known aâ httpstcoliczVVL,8
1462,1462,To understand just how far back into the colonial model we have sunk check the dates on the sections on oaths GOKâ httpstcofQATumWDv,8
1463,1463,Their survival after  wasnt accidental Jomo retained the colonial attitude to peasant revolutions except ofâ httpstcoUhpHFhp,8
1464,1464,The exhaustive colonial laws against those who take them even under threat those who administer them and thoseâ httpstcouRpQCfhJ,8
1465,1465,Of all the tools the Mau Mau had in their arsenal the oaths three main levels was the most potent In all Mau Maâ httpstcozKlTqWES,8
1466,1466,Oathing didnt stop simply because these laws were in place and people suffered for them It didnt stop even afterâ httpstcooeWfzxmIk,8
1467,1467,That such a colonial law survives to this day and is being used in the way it is tells you alot about the thinkinâ httpstcoDyKIFtayy,8
1468,1468,The use of the ritual ideology of a binding oath by the Mau Mau was demonized by colonial psyops and later by tâ httpstcossBraBUIFN,8
1469,1469,Perhaps its important to see why oathing resurfaced among the Kikuyu in  Kenya was a free country by thenâ httpstcomReSbz,8
1470,1470,Among the first things Jomo and his men did is to isolate the Luo by isolating KPUs nonLuo support such as Bildadâ httpstcohmRTRISEr,8
1471,1471,To the Kikuyu home base then Jomo and his cronies made their political problem an existential one for an entire peâ httpstcoDrvrxxamt,8
1472,1472,The downtrodden of the s who had lost even more people more land and liberties were recruited into the villâ httpstcooMLWNsaAX,8
1473,1473,Jomo and his men kept the laws intact in case the natives ever got restless again     His son must be grateful to haâ httpstcoEatgIizv,8
1474,1474,That Uhurus inherited support base  descendants of a brave generation for whom this law was designed to subjugateâ httpstcoMLtUEtA,8
1475,1475,If you think about it our postcolonial attitude to irredentism of which the Somali secession and tribal clashesâ httpstcoMpxWyDqzt,8
1476,1476,Even our laws on hate speech and incitement dont make much sense In a cyclical way they are meant to maintain thâ httpstcobSAPmZJuNV,8
1477,1477,The sad thing it is even in our attitude to press freedom What pray tell constitutes a responsible media Is iâ httpstcoHfMsUqblsi,8
1478,1478,End of particular thread     Long Live the Prince,8
1479,1479,On Twitter POTUS only goes after the ones he KNOWS are guilty    httpstcoKTLfYkYNQC,8
1480,1480,httpstcovUyMVAkS,8
1481,1481,James Comey was once a good man     He became very corrupted in the Hillary probe and began to lie One lie coverâ httpstcohWIJmITvOB,8
1482,1482,He was not always this way He crumbled under pressure and was only looking at his career and future    He blew iâ httpstcoirnlE,8
1483,1483,httpstcoTeyKLGZ,8
1484,1484,He made the decision not to prosecute Hillary before he ever talked to her    He did not have witnesses present iâ httpstcoauKwhzgRi,8
1485,1485,Sometimes good people allow themselves to be used like puppets    They take the wrong path and eventually it is iâ httpstcovhBZLNNu,8
1486,1486,They all lied because THEY NEVER THOUGHT SHE WOULD LOSE    POTUS knows ALL because his Friends know ALL httpstcoARbMmvWKL,8
1487,1487,This was retaliation They operate like the Mafia    httpstcovcNnGZUcH,8
1488,1488,httpstcoNbJuAOle,8
1489,1489,The most vocal opponents of POTUS in DC are the ones with the most to hide     DC Circle in which HRC is high prâ httpstcoOIBnpPsYXY,8
1490,1490,Previously    httpstcoAVYJHFzb,8
1491,1491,Imagine a world where truth is presented as fiction    httpstcoCAbLCfus,8
1492,1492,This is about more than politics     Sick people    The circle of trust is broken Anything could happen httpstcoDKpKjGx,8
1493,1493,Some of them are desperate and running out of options    httpstcogFTuyuKQ,8
1494,1494,Robert Mueller actually wants to take down Hillary Obama and others    He is not a good person though    Like Coâ httpstcoQJBkMB,8
1495,1495,There are wheels in motion There are still many good people    httpstcoXAffHxa,8
1496,1496,httpstcozYJVrXPy,8
1497,1497,TRUST there is a plan    State of the Union was a turning point    greatawakening qanon sotu httpstcorUsqz,8
1498,1498,Thread start I came across Obamaâs executive order  this evening and it absolutely blew me away   The follâ httpstcoAURYXPb,8
1499,1499,Sally Yates and James Comey signed off on a FISA renewal for Carter Page on  Since this technically didâ httpstcofBKnMGr,8
1500,1500,The obvious guess is Obama new something about Dana Boente that made him want to keep Boente a million miles awaâ httpstcoSRlIxXNTHp,8
1501,1501,If you are a multitasker open tabs for âExecutive order â âDana Boenteâ and âSally Yatesâ and alttab beâ httpstcoeUZeztw,8
1502,1502,In executive order  Obama SPECIFICALLY  REMOVES the United States Attorney for the Eastern District of Virgâ httpstcooNGCeLOj,8
1503,1503,Trump fires Yates on  and appoints United States Attorney for the Eastern District of Virginia Dana Boenâ httpstcoiXZLlKtdyA,8
1504,1504,I believe Dana Boente then played a part to gain Comeyâs confidence so that Comey would sign another FISA renewaâ httpstcoqAEJzpcu,8
1505,1505,James Comey was fired on May   Robert Mueller was appointed on May   It is important to note thaâ httpstcowlrugJwxV,8
1506,1506,Boente was Acting Deputy Attorney General when the FISA warrant was renewed,8
1507,1507,Oh and where is Dana Boente now you ask On January   Christopher Wray appointed him as general counseâ httpstcoJiXcMdZX,8
1508,1508,And what about Rosentein We wonât know until we know of course but I find it interesting that Rosenstein botâ httpstcoAqmHvhlBlo,8
1509,1509,This made him look like an AltDeputy Attorney General  Meanwhile Sessions is playing the part of ineffectualâ httpstcosjVIUizXvb,8
1510,1510,The rest of the FISA story will need to come together but I think it is highly plausible that the  FISAâ httpstcoBWyiGPuC,8
1511,1511,End Thread Thanks for reading Let me know your thoughts,8
1512,1512,Note Here are the dates and signatories for the four FISA warrants  disclaimer I have deduced the signers basâ httpstcoIFoYJTUFd,8
1513,1513,On  Rosenstein and McCabe signed the rd and final extension one original three extensions were signeâ httpstcoixNtxTXS,8
1514,1514,Addendum I put this together quickly and threading is not my thing normally     My main objective is to get peopleâ httpstcoJnxwbeanaZ,8
1515,1515,Link to EO    Note  You might have to copy and paste this link URL into a browser  Note  Removal of US Atâ httpstcoDkjtwuaKs,8
1516,1516,Q posted screen shots of two tweets Snowden retweeted re Secure Drop whistle blower site used by Freedom of theâ httpstcocqwqfEfmz,8
1517,1517,An anon noted how AFTER last nights drop re silence by HRC BC CC and Hussein about the FL shooting Bill anâ httpstcoEPOYAyuE,8
1518,1518,Q points out that Hussein also rcvd an envelope wwhite powder is he behind the one sent to DT Jr and sent oneâ httpstcoSiwFVtEM,8
1519,1519,Q says we are missing the connections keep building the MAP which is the key to everything they are doing keeâ httpstconCwDmDfWm,8
1520,1520,Is something going to happen in the ocean tsunami or is he talking about drinking water He has mentioned REDâ httpstcocyqZmtXVQv,8
1521,1521,An anon posted a screen shot of Secure Drop site and draws attention to use of Apache software for Secure Dropâ httpstcownBrfaM,8
1522,1522,An anon lets Q know how being involved has given himher new purpose Q once again shows hishertheir compassioâ httpstcoPXmGWoxW,8
1523,1523,Q warns us that the conspiracy push will be getting louder from all media outleton all platforms They willâ httpstcoHZkKDMkPpi,8
1524,1524,Q posts a link to the Pledge of Allegiance     httpstcosjmubgcK httpstcoGsXDboJKZ,8
1525,1525,Q responds to anons post about all the connections Snowden has to recent suicides of people associated with Seâ httpstcoqcaPABz,8
1526,1526,In my haste to post Qs latest drops re Snowden I inadvertently included the drop directed at Jack Twitterâ httpstcodAVUySvwV,8
1527,1527,Reposting Q shares Aug  Joint Hearing on MK Ultra  Govt Clowns conducting mind controlâ httpstcokmsSntQIW,8
1528,1528,Anon shares findings on MK Ultra history Q asks if recent shooters had been in therapy I recall almost EVERYâ httpstcoBjamuzgJf,8
1529,1529,Anon shares info on cell phones going digital amp why digital signals alone arent strong enough for mind controlâ httpstcosuEiStErq,8
1530,1530,Anon asks if anons are safe Q says Yes Black hats scout for specific personalities predisposed to mental ilâ httpstcoXuZTVMNq,8
1531,1531,Q asks about SAChinaRussia Russia amp China have proof of Dems criminal acty BHO making CYA trips around theâ httpstcopaknju,8
1532,1532,Looks like corrupt Pocahontas has been using the CFPB as a slush fund for farleft activist groupscommunity orâ httpstcoiNeBmrX,8
1533,1533,threadreaderapp please unroll,8
1534,1534,OK Time to help again with the narrative  Here is what happened   Soviet Union collapses Russia becomes a Maâ httpstcojUgFQijC,8
1535,1535,The primary and highest profile whistleblower was Alexander Sasha Litvinenko an FSB officer in the ORGANâ httpstcoAcEuFIeb,8
1536,1536,AT THE SAME TIME that Russian Mafia was taking over Russian state they were also coming HERE Where they rolledâ httpstcoIDYuhbHK,8
1537,1537,Bob Levinson former FBI who specialized in La Cosa Nostra was the whistleblower  this takeover He was alsoâ httpstcoyQttTh,8
1538,1538,Both men continued  hunt down Russian OC Litvinenko wMI in London where he was in exile bc Putin was afteâ httpstcoIZMYZugS,8
1539,1539,You can see SemionSemyon Mogilevich aka the Brainy Don here at Putins  election campaign HQ He turnsâ httpstcouvhXsglfM,8
1540,1540,That same Boss of Bosses Semion Mogilevich is who was sending his lieutenants to US shores They rolled ovâ httpstcojibJmnuWA,8
1541,1541,You just have  gather all the court documents FBI Intel reports amp investigative reporting over  decades  Wâ httpstcogVDoAoRK,8
1542,1542,When you combine this understanding with all of Trump Orgs ties to La Cosa Nostra  from the time of Fred Trumpâ httpstcoRkDAvQDH,8
1543,1543,All that were witnessing  everything that has seemed unnatural amp confusing about Donald amp his agenda is due tâ httpstcoMljMyU,8
1544,1544,He is enabling their transnational empire  HE IS PROTECTING THEM    Even when youre reading about Chris Steeleâ httpstcoKZDikSWk,8
1545,1545,In  Alexander Litvinenkos work w MI had resulted in a significant arrests of Russian organized crime boâ httpstcoVriLvTfv,8
1546,1546,At that same time Bob Levinson was working with an informant of his from within Semions circle  on a hunt foâ httpstcoUpcAMJLp,8
1547,1547,Birshtein sent Bob to IRAN to meet someone who Birshtein had convinced Bob could help him in his hunt He neveâ httpstcoAghgXPQPr,8
1548,1548,CODA  A chart for you  httpstcoaEQXWvCU,8
1549,1549,CODA   VERY IMPORTANT  See that Birshtein meeting described in the screenshot above  tweet  in this threadâ httpstcoPdfucIrf,8
1550,1550,BOB knew all about that report He gave it to Tom Mangold a British journalist who got one of the only interviewsâ httpstcoQQmlJPMhV,8
